Date,Time,All,N,S,,,,,,,,
,11:00,7937,4073,3864,,,,,,,,
,12:00,8353,4156,4197,,,,,,,,
,13:00,8976,4510,4466,,,,,,,,
,14:00,9830,4816,5014,,,,,,,,
,15:00,11228,5567,5661,,,,,,,,
,16:00,11821,6034,5787,,,,,,,,
,17:00,11066,5548,5518,,,,,,,,
,18:00,8614,4332,4282,,,,,,,,
,19:00,6788,3297,3491,,,,,,,,
,20:00,4803,2229,2574,,,,,,,,
,21:00,3757,1674,2083,,,,,,,,
,22:00,2688,1215,1473,,,,,,,,
,23:00,1879,846,1033,,,,,,,,
,Total,146261,74028,72233,,,,,,,,
Saturday 14 January 2017,00:00,1503,550,953,,,,,,,,
,01:00,774,301,473,,,,,,,,
,02:00,508,250,258,,,,,,,,
,03:00,678,388,290,,,,,,,,
,04:00,1241,861,380,,,,,,,,
,05:00,1452,863,589,,,,,,,,
,06:00,2100,1086,1014,,,,,,,,
,07:00,3197,1725,1472,,,,,,,,
,08:00,4621,2430,2191,,,,,,,,
,09:00,5971,3103,2868,,,,,,,,
,10:00,6926,3723,3203,,,,,,,,
,11:00,7893,3917,3976,,,,,,,,
,12:00,8628,4082,4546,,,,,,,,
,13:00,9019,4356,4663,,,,,,,,
,14:00,9179,4456,4723,,,,,,,,
,15:00,8646,4265,4381,,,,,,,,
,16:00,8470,4106,4364,,,,,,,,
,17:00,7725,3838,3887,,,,,,,,
,18:00,6679,3393,3286,,,,,,,,
,19:00,5017,2550,2467,,,,,,,,
,20:00,3847,1731,2116,,,,,,,,
,21:00,2659,1138,1521,,,,,,,,
,22:00,1937,978,959,,,,,,,,
,23:00,1948,818,1130,,,,,,,,
,Total,110618,54908,55710,,,,,,,,
Sunday 15 January 2017,00:00,1416,569,847,,,,,,,,
,01:00,825,378,447,,,,,,,,
,02:00,519,283,236,,,,,,,,
,03:00,615,352,263,,,,,,,,
,04:00,960,671,289,,,,,,,,
,05:00,1116,665,451,,,,,,,,
,06:00,1278,637,641,,,,,,,,
,07:00,1889,1038,851,,,,,,,,
,08:00,2365,1272,1093,,,,,,,,
,09:00,3562,1821,1741,,,,,,,,
,10:00,5049,2548,2501,,,,,,,,
,11:00,6157,3103,3054,,,,,,,,
,12:00,7516,3791,3725,,,,,,,,
,13:00,8459,4251,4208,,,,,,,,
,14:00,8721,4452,4269,,,,,,,,
,15:00,8611,4315,4296,,,,,,,,
,16:00,7860,3873,3987,,,,,,,,
,17:00,7079,3537,3542,,,,,,,,
,18:00,6962,3631,3331,,,,,,,,
,19:00,5604,2816,2788,,,,,,,,
,20:00,4479,2218,2261,,,,,,,,
,21:00,3271,1539,1732,,,,,,,,
,22:00,2316,1022,1294,,,,,,,,
,23:00,1667,683,984,,,,,,,,
,Total,98296,49465,48831,,,,,,,,
Monday 16 January 2017,00:00,1115,362,753,,,,,,,,
,01:00,513,188,325,,,,,,,,
,02:00,336,173,163,,,,,,,,
,03:00,526,347,179,,,,,,,,
,04:00,1321,945,376,,,,,,,,
,05:00,2633,1567,1066,,,,,,,,
,06:00,6241,2993,3248,,,,,,,,
,07:00,10883,5485,5398,,,,,,,,
,08:00,10224,5760,4464,,,,,,,,
,09:00,9127,4971,4156,,,,,,,,
,10:00,7840,4207,3633,,,,,,,,
,11:00,7315,3782,3533,,,,,,,,
,12:00,7917,3849,4068,,,,,,,,
,13:00,8130,4042,4088,,,,,,,,
,14:00,8310,4191,4119,,,,,,,,
,15:00,9318,4600,4718,,,,,,,,
,16:00,11635,5608,6027,,,,,,,,
,17:00,11391,5598,5793,,,,,,,,
,18:00,8753,4507,4246,,,,,,,,
,19:00,5826,2872,2954,,,,,,,,
,20:00,4176,1980,2196,,,,,,,,
,21:00,3298,1464,1834,,,,,,,,
,22:00,2141,972,1169,,,,,,,,
,23:00,1536,636,900,,,,,,,,
,Total,140505,71099,69406,,,,,,,,
Tuesday 17 January 2017,00:00,952,334,618,,,,,,,,
,01:00,455,215,240,,,,,,,,
,02:00,352,164,188,,,,,,,,
,03:00,562,348,214,,,,,,,,
,04:00,1245,890,355,,,,,,,,
,05:00,2306,1407,899,,,,,,,,
,06:00,6079,2867,3212,,,,,,,,
,07:00,10847,5487,5360,,,,,,,,
,08:00,10402,5764,4638,,,,,,,,
,09:00,9594,5034,4560,,,,,,,,
,10:00,7552,3936,3616,,,,,,,,
,11:00,7306,3696,3610,,,,,,,,
,12:00,7833,3909,3924,,,,,,,,
,13:00,7872,4011,3861,,,,,,,,
,14:00,8219,4085,4134,,,,,,,,
,15:00,9504,4831,4673,,,,,,,,
,16:00,11975,5849,6126,,,,,,,,
,17:00,11588,5812,5776,,,,,,,,
,18:00,9183,4713,4470,,,,,,,,
,19:00,6378,3293,3085,,,,,,,,
,20:00,4548,2098,2450,,,,,,,,
,21:00,3490,1544,1946,,,,,,,,
,22:00,2423,1109,1314,,,,,,,,
,23:00,1670,699,971,,,,,,,,
,Total,142335,72095,70240,,,,,,,,
Wednesday 18 January 2017,00:00,1050,359,691,,,,,,,,
,01:00,408,164,244,,,,,,,,
,02:00,351,187,164,,,,,,,,
,03:00,556,355,201,,,,,,,,
,04:00,1279,896,383,,,,,,,,
,05:00,2324,1372,952,,,,,,,,
,06:00,6059,2931,3128,,,,,,,,
,07:00,10019,5857,4162,,,,,,,,
,08:00,9404,5914,3490,,,,,,,,
,09:00,10160,4711,5449,,,,,,,,
,10:00,7725,3939,3786,,,,,,,,
,11:00,7683,3982,3701,,,,,,,,
,12:00,7843,3981,3862,,,,,,,,
,13:00,8484,4206,4278,,,,,,,,
,14:00,8511,4247,4264,,,,,,,,
,15:00,9804,4818,4986,,,,,,,,
,16:00,12156,5864,6292,,,,,,,,
,17:00,11019,6051,4968,,,,,,,,
,18:00,8621,4774,3847,,,,,,,,
,19:00,6703,3274,3429,,,,,,,,
,20:00,4759,2237,2522,,,,,,,,
,21:00,3743,1635,2108,,,,,,,,
,22:00,2759,1241,1518,,,,,,,,
,23:00,1628,731,897,,,,,,,,
,Total,143048,73726,69322,,,,,,,,
Thursday 19 January 2017,00:00,989,340,649,,,,,,,,
,01:00,473,196,277,,,,,,,,
,02:00,411,228,183,,,,,,,,
,03:00,607,399,208,,,,,,,,
,04:00,1192,799,393,,,,,,,,
,05:00,2152,1264,888,,,,,,,,
,06:00,6242,2938,3304,,,,,,,,
,07:00,11143,5739,5404,,,,,,,,
,08:00,10417,5980,4437,,,,,,,,
