day,month,time,location,direction,volume
7,2,600,Example,0,765
7,2,600,Example,1,648
7,2,700,Example,0,1222
7,2,700,Example,1,979
7,2,800,Example,0,1493
7,2,800,Example,1,1163
7,2,900,Example,0,2307
7,2,900,Example,1,1999
7,2,1000,Example,0,3026
7,2,1000,Example,1,2776
7,2,1100,Example,0,3730
7,2,1100,Example,1,3451
7,2,1200,Example,0,4372
7,2,1200,Example,1,4253
7,2,1300,Example,0,5027
7,2,1300,Example,1,4717
7,2,1400,Example,0,5121
7,2,1400,Example,1,4467
7,2,1500,Example,0,4614
7,2,1500,Example,1,4541
7,2,1600,Example,0,4296
7,2,1600,Example,1,4443
7,2,1700,Example,0,4146
7,2,1700,Example,1,4043
7,2,1800,Example,0,3826
7,2,1800,Example,1,3931
7,2,1900,Example,0,3137
7,2,1900,Example,1,3025
7,2,2000,Example,0,2404
7,2,2000,Example,1,2370
7,2,2100,Example,0,1723
7,2,2100,Example,1,1890
7,2,2200,Example,0,1089
7,2,2200,Example,1,1350
7,2,2300,Example,0,765
7,2,2300,Example,1,1010
1,2,0,Example,0,390
1,2,0,Example,1,814
1,2,100,Example,0,180
1,2,100,Example,1,314
1,2,200,Example,0,219
1,2,200,Example,1,183
1,2,300,Example,0,433
1,2,300,Example,1,311
1,2,400,Example,0,1184
1,2,400,Example,1,456
1,2,500,Example,0,1666
1,2,500,Example,1,1169
1,2,600,Example,0,3103
1,2,600,Example,1,3248
1,2,700,Example,0,5652
1,2,700,Example,1,4346
1,2,800,Example,0,6190
1,2,800,Example,1,4359
1,2,900,Example,0,4553
1,2,900,Example,1,4551
1,2,1000,Example,0,4253
1,2,1000,Example,1,3899
1,2,1100,Example,0,4295
1,2,1100,Example,1,3938
1,2,1200,Example,0,4341
1,2,1200,Example,1,4231
1,2,1300,Example,0,4523
1,2,1300,Example,1,4383
1,2,1400,Example,0,4642
1,2,1400,Example,1,4498
1,2,1500,Example,0,4885
1,2,1500,Example,1,4993
1,2,1600,Example,0,6009
1,2,1600,Example,1,6307
1,2,1700,Example,0,5905
1,2,1700,Example,1,6165
1,2,1800,Example,0,4519
1,2,1800,Example,1,4499
1,2,1900,Example,0,3151
1,2,1900,Example,1,3246
1,2,2000,Example,0,2348
1,2,2000,Example,1,2441
1,2,2100,Example,0,1552
1,2,2100,Example,1,1976
1,2,2200,Example,0,1236
1,2,2200,Example,1,1467
1,2,2300,Example,0,665
1,2,2300,Example,1,1077
2,2,0,Example,0,350
2,2,0,Example,1,718
2,2,100,Example,0,206
2,2,100,Example,1,237
2,2,200,Example,0,201
2,2,200,Example,1,178
2,2,300,Example,0,383
2,2,300,Example,1,210
2,2,400,Example,0,1108
2,2,400,Example,1,445
2,2,500,Example,0,1621
2,2,500,Example,1,999
2,2,600,Example,0,3032
